Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
85688	Straight Bourbon Whiskies	Oak & Eden Wheat & Honey	642	James Joseph Sanctified Spirits, LLC / Oak&Eden	750	6	1	0	114	10/01/2022	850015652806	20096749001068	27.50	165.00	41.25	10/01/2022
82860	Temporary & Specialty Packages	DeKuyper Watermelon Pucker PET	065	Jim Beam Brands	1000	12	1	0	30	12/01/2021	80686393405	10080686310157	7.87	94.44	11.81	10/01/2022
85796	Whiskey Liqueur	Mr Boston Rock & Rye	421	SAZERAC COMPANY  INC	750	12	1	0	54	08/01/1973	89000013586	89540473529	4.93	59.16	7.40	10/01/2022
85748	Temporary & Specialty Packages	Codigo 1530 Tequila Anejo Playboy Spirits Rare w/2 Glasses	368	Park Street Imports	750	1	1	0	80	10/01/2022	859061006861	20096749001068	540.00	540.00	810.00	10/01/2022
85828	Temporary & Specialty Packages	Tequila Padre Azul Reposado Mini	727	Benchmark Beverage Company LLC	50	1	24	0	80	10/01/2022	816136023758	20096749001068	139.68	139.68	209.52	10/01/2022
85831	Temporary & Specialty Packages	Tequila Padre Azul Silver Mini	727	Benchmark Beverage Company LLC	50	1	24	0	80	10/01/2022	816136023741	20096749001068	126.96	126.96	190.44	10/01/2022
85849	100% Agave Tequila	Una Familia Tequila Blanco	797	Una Familia Spirits LLC	750	6	1	0	80	07/01/2022	860006955205	89540473529	21.38	128.28	32.07	10/01/2022
85850	100% Agave Tequila	Una Familia Tequila Reposado	797	Una Familia Spirits LLC	750	6	1	8	80	07/01/2022	860006955212	10089000991041	27.63	165.78	41.45	10/01/2022
85851	100% Agave Tequila	Una Familia Tequila Anejo	797	Una Familia Spirits LLC	750	6	1	14	80	07/01/2022	860006955229	89540473529	46.63	279.78	69.95	10/01/2022
85852	100% Agave Tequila	Una Familia Tequila Extra Anejo	797	Una Familia Spirits LLC	750	6	1	3	80	07/01/2022	860006955236	10089000991041	85.13	510.78	127.70	10/01/2022
85906	100% Agave Tequila	Rock N Roll Tequila Platinum	305	Mhw LTD	1000	6	1	0	80	09/01/2022	859682006158	10087236700376	27.83	166.98	41.75	10/01/2022
85907	100% Agave Tequila	Rock N Roll Tequila Guitar Cristalino Anejo	305	Mhw LTD	750	6	1	0	80	09/01/2022	859682006141	10087236700376	33.00	198.00	49.50	10/01/2022
85908	100% Agave Tequila	Rock N Roll Tequila Guitar Cristalino Reposado	305	Mhw LTD	750	6	1	0	80	09/01/2022	859682006141	10087236700376	40.00	240.00	60.00	10/01/2022
85909	100% Agave Tequila	Rock N Roll Tequila Guitar Platinum Blue	305	Mhw LTD	750	6	1	0	80	09/01/2022	80480988166	10087236700376	24.50	147.00	36.75	10/01/2022
85971	100% Agave Tequila	Aman Tequila Reposado	778	Lonz Winery, LLC / Erie Beverage Solutions	750	6	1	6	80	08/01/2022	850027234090	10089000991041	41.34	248.04	62.01	10/01/2022
85980	Whiskey Liqueur	Dough Ball Cookie Dough Whiskey	620	MPL Brands NV Inc/ Patco Brands	750	6	1	0	70	07/01/2022	860006955229	10850012571961	17.54	105.24	26.31	10/01/2022
85986	American Cordials & Liqueur	Bols Triple Sec 30prf	305	Mhw LTD	750	12	1	0	30	03/01/2020	80915039197	10089000991041	3.75	45.00	5.63	10/01/2022
85835	Temporary & Specialty Packages	Tequila Padre Azul Anejo Mini	727	Benchmark Beverage Company LLC	50	1	24	0	80	10/01/2022	816136023772	20096749001068	153.12	153.12	229.68	10/01/2022
85987	Temporary & Specialty Packages	Bols Triple Sec 30prf	305	Mhw LTD	1000	12	1	0	30	11/01/2021	80915039180	20893568000032	4.00	48.00	6.00	10/01/2022
85988	Temporary & Specialty Packages	Blood Oath Pact No. 8	434	LUXCO INC	750	3	1	0	98	05/01/2022	83664874552	10088352139132	60.01	180.03	90.02	10/01/2022
86002	Temporary & Specialty Packages	Thomas S. Moore Cognac Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	93	09/01/2022	87116006171	20096749001068	35.00	210.00	52.50	10/01/2022
86004	Temporary & Specialty Packages	Thomas S. Moore Merlot Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	93	09/01/2022	87116006171	20096749001068	35.00	210.00	52.50	10/01/2022
86006	Temporary & Specialty Packages	Thomas S. Moore Madeira Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	96	09/01/2022	87116006171	20096749001068	35.00	210.00	52.50	10/01/2022
86017	Canadian Whiskies	Black Velvet Peach Canadian Whiskey Mini	259	Heaven Hill Brands	50	8	15	0	70	07/01/2022	80915039180	10096749004017	8.50	68.00	12.75	10/01/2022
86018	Canadian Whiskies	Black Velvet Peach Canadian Whiskey	259	Heaven Hill Brands	750	12	1	0	70	07/01/2022	83664874552	10096749004024	5.23	62.76	7.85	10/01/2022
86019	Canadian Whiskies	Black Velvet Peach Canadian Whiskey	259	Heaven Hill Brands	1750	6	1	0	70	07/01/2022	83664874552	10096749004031	10.45	62.70	15.68	10/01/2022
86008	Temporary & Specialty Packages	Thomas S. Moore Sherry Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	98	09/01/2022	87116006171	20096749001068	35.00	210.00	52.50	10/01/2022
86022	Temporary & Specialty Packages	Cody Road Experimental - Vermouth Barrel Finish Rye	306	Mississippi River Distilling Company LLC	750	6	1	0	90	09/01/2022	855037005920	10089000991041	19.00	114.00	28.50	10/01/2022
86023	Temporary & Specialty Packages	Cody Road Experimental - Merlot Barrel Finish Bourbon	306	Mississippi River Distilling Company LLC	750	6	1	0	90	04/01/2022	855037005913	10096749004031	19.00	114.00	28.50	10/01/2022
86092	Triple Sec	Conciere Triple Sec	803	Levecke Corporation	1000	12	1	0	30	04/01/2020	850036337003	20089105124136	4.99	59.88	7.49	10/01/2022
86099	Straight Rye Whiskies	Redneck Riviera Honey Apple Select	775	Bonavita Beverage Group, LLC	750	6	1	0	70	03/01/2022	850036337003	10850030352054	12.00	72.00	18.00	10/01/2022
86025	Iowa Spirits Manufacturers	Century Farms American Classic	594	American Heritage Distillers, LLC / Century Farms Distillery	750	12	1	0	92	02/01/2022	850036337003	10096749004017	13.00	156.00	19.50	10/01/2022
86112	Triple Sec	Dekuyper Triple Sec	065	Jim Beam Brands	1000	12	1	0	30	04/01/1997	80686363200	10850030352054	2.33	27.96	3.50	10/01/2022
86118	100% Agave Tequila	Number Juan Tequila Extra Anejo	439	World Trade Liquor Imports LLC	750	6	1	5	80	09/01/2021	88004030247	10852662980612	67.50	405.00	101.25	10/01/2022
86121	100% Agave Tequila	Number Juan Tequila Reposado	439	World Trade Liquor Imports LLC	750	6	1	0	80	09/01/2021	852662980639	10089000991041	36.00	216.00	54.00	10/01/2022
86125	100% Agave Tequila	Number Juan Tequila Blanco	439	World Trade Liquor Imports LLC	750	6	1	0	80	09/01/2021	852662980653	10089000991041	29.83	178.98	44.75	10/01/2022
86139	100% Agave Tequila	Teremana Anejo Tequila	192	Mast-Jagermeister US, Inc	750	6	1	0	80	06/01/2022	854443006187	10850015640121	21.32	127.92	31.98	10/01/2022
86103	Triple Sec	DeKuyper Triple Sec 30° PET	065	Jim Beam Brands	1000	12	1	0	30	12/01/2021	80686310136	10089000991041	2.33	27.96	3.50	10/01/2022
86161	100% Agave Tequila	Tequila Artenom Seleccion 1414	256	HAAS BROTHERS	750	6	1	0	82	04/01/2022	618115113029	10857359008037	61.68	370.08	92.52	10/01/2022
86145	Temporary & Specialty Packages	Codigo 1530 Tequila George Strait Double Barrel Rosa & Repos	368	Park Street Imports	750	6	1	0	80	12/01/2021	850018046084	10096749004031	41.50	249.00	62.25	10/01/2022
86175	Temporary & Specialty Packages	Traverse City Whiskey Co. Barrel Proof Cherry Bourbon	428	Traverse City Whiskey Co / TCWC, LLC	750	6	1	6	115	11/01/2022	859122005659	20096749001068	45.00	270.00	67.50	10/01/2022
86250	Triple Sec	Juarez Triple Sec	434	LUXCO INC	750	12	1	0	30	05/01/1994	80686363200	10088352110070	2.67	32.04	4.01	10/01/2022
86251	Triple Sec	Juarez Triple Sec	434	LUXCO INC	1000	12	1	0	30	03/01/1994	88352109985	10850015640121	2.42	29.04	3.63	10/01/2022
86252	Straight Bourbon Whiskies	Devils River Coffee Bourbon	421	SAZERAC COMPANY  INC	750	6	1	0	80	08/01/2022	88352109985	10850015640121	15.90	95.40	23.85	10/01/2022
86201	Temporary & Specialty Packages	Punchers Chance The D12tance 12YR	305	Mhw LTD	750	6	1	0	96	05/01/2022	856592006124	10850015640121	64.09	384.54	96.14	10/01/2022
86272	Temporary & Specialty Packages	Old Elk Straight Bourbon Sherry Cask Finish	536	Old Elk Distilleries LLC	750	6	1	5	108	10/01/2021	852045007922	9103774692400	42.00	252.00	63.00	10/01/2022
86273	Temporary & Specialty Packages	Old Elk Straight Bourbon Port Cask Finish	536	Old Elk Distilleries LLC	750	6	1	5	106	10/01/2021	852045007915	10850015640121	42.00	252.00	63.00	10/01/2022
86274	Temporary & Specialty Packages	Old Elk Straight Bourbon Cognac Cask Finish	536	Old Elk Distilleries LLC	750	6	1	5	109	10/01/2021	852045007939	10096749004031	42.00	252.00	63.00	10/01/2022
86275	Temporary & Specialty Packages	Old Elk Straight Bourbon Armagnac Cask Finish	536	Old Elk Distilleries LLC	750	6	1	5	108	10/01/2021	852045007946	10850015640121	42.00	252.00	63.00	10/01/2022
86310	Triple Sec	La Prima Triple Sec	434	LUXCO INC	1000	12	1	0	30	06/01/1992	618115113029	10086816553333	3.00	36.00	4.50	10/01/2022
86285	Temporary & Specialty Packages	El Mayor Extra Anejo Port Finish	434	LUXCO INC	750	3	1	0	80	05/01/2022	852045007922	10088352139125	62.50	187.50	93.75	10/01/2022
86375	Whiskey Liqueur	Sheep Dog Holiday Minis	421	SAZERAC COMPANY  INC	50	20	6	0	70	09/01/2021	88004048693	10086816553333	3.00	60.00	4.50	10/01/2022
86379	Temporary & Specialty Packages	WhiskeySmith Whiskeyrita	536	Old Elk Distilleries LLC	100	4	12	0	42	11/01/2021	852045007922	20852045007742	22.50	90.00	33.75	10/01/2022
86382	Temporary & Specialty Packages	Cody Road Experimental - Armagnac Barrel Finish Bbn.	306	Mississippi River Distilling Company LLC	750	6	1	0	90	08/01/2021	855037005821	20852045007742	19.16	114.96	28.74	10/01/2022
86390	Triple Sec	Montezuma Triple Sec	421	SAZERAC COMPANY  INC	1000	12	1	0	30	06/01/1993	80660650135	10855037005811	2.13	25.56	3.20	10/01/2022
86404	Straight Bourbon Whiskies	Red Cabin Bourbon	655	Central Standard, LLC	750	6	1	0	85	09/01/2021	859978006398	10850015640121	22.50	135.00	33.75	10/01/2022
86383	Temporary & Specialty Packages	Cody Road Experimental - Rum Barrel Finish Bourbon	306	Mississippi River Distilling Company LLC	750	6	1	0	90	01/01/2021	88004048693	10855037005811	19.16	114.96	28.74	10/01/2022
86420	Iowa Spirits Manufacturers	Revelton Whiskey and Cream Liqueur	654	Revelton Distilling Company	750	6	1	0	30	01/01/2021	810043690065	10855037005811	14.50	87.00	21.75	10/01/2022
86437	Blended Whiskies	Skrewball Peanut Butter Whiskey	255	Infinium Spirits	200	24	1	0	70	10/01/2021	860265002474	10096749004031	5.00	120.00	7.50	10/01/2022
86438	Blended Whiskies	Skrewball Peanut Butter Whiskey	255	Infinium Spirits	375	12	1	0	70	10/01/2021	860265002450	10850015640121	9.00	108.00	13.50	10/01/2022
86439	American Distilled Spirit Specialty	Skrewball Peanut Butter Whiskey	255	Infinium Spirits	750	12	1	0	70	07/01/2022	860265002405	20852045007742	18.50	222.00	27.75	10/01/2022
86421	Iowa Spirits Manufacturers	Revelton Whiskey and Cream Liqueur Mini	654	Revelton Distilling Company	50	6	12	0	30	03/01/2021	810043690065	10810043690161	16.80	100.80	25.20	10/01/2022
86448	Temporary & Specialty Packages	Westward Pinot Noir Cask	368	Park Street Imports	750	6	1	0	90	10/01/2022	853507000550	20096749001068	45.00	270.00	67.50	10/01/2022
86454	Canadian Whiskies	Black Velvet Apple Mini	259	Heaven Hill Brands	50	8	15	0	70	02/01/2021	96749003440	10810043690161	7.50	60.00	11.25	10/01/2022
86455	Canadian Whiskies	Black Velvet Apple	259	Heaven Hill Brands	750	12	1	0	70	02/01/2021	96749003457	10080686395123	5.23	62.76	7.85	10/01/2022
86456	Canadian Whiskies	Black Velvet Apple	259	Heaven Hill Brands	1750	6	1	0	70	02/01/2021	860265002405	10096749003461	10.45	62.70	15.68	10/01/2022
86450	Temporary & Specialty Packages	Westward Stout Cask Whiskey	368	Park Street Imports	750	6	1	0	92	10/01/2022	853507000161	20096749001068	45.00	270.00	67.50	10/01/2022
86460	Temporary & Specialty Packages	Cody Road Experimental - Brandy Barrel Finish Rye Whi DISCO	306	Mississippi River Distilling Company LLC	750	6	1	0	80	09/01/2020	855037005708	10080686395123	19.16	114.96	28.74	10/01/2022
86462	Corn Whiskies	CCD Maple Whiskey	706	Cowboy Country Distilling, Inc.	750	12	1	0	80	08/01/2021	675901128032	10563650002147	31.00	372.00	46.50	10/01/2022
86463	Straight Bourbon Whiskies	Howler Head KSB Banana	619	Campari America	375	12	1	0	80	07/01/2021	855037005708	10810735016613	7.35	88.20	11.03	10/01/2022
86461	Temporary & Specialty Packages	Cody Road Experimental - Brandy Barrel Finish Bourbon DISCO	306	Mississippi River Distilling Company LLC	750	6	1	0	90	09/01/2020	855037005692	10563650002147	19.16	114.96	28.74	10/01/2022
86483	Whiskey Liqueur	Yukon Jack Honey	421	SAZERAC COMPANY  INC	750	12	1	0	100	10/01/2020	855037005708	10088004042094	9.25	111.00	13.88	10/01/2022
86487	Triple Sec	Mr Boston Triple Sec	421	SAZERAC COMPANY  INC	1000	12	1	0	30	09/01/2019	31259004488	10089000514134	2.13	25.56	3.20	10/01/2022
86468	Temporary & Specialty Packages	Redemption Straight Rye Rum Cask Finish	978	W J Deutsch & Sons LTD	750	6	1	0	94	11/01/2021	31259004488	10021296006030	22.30	133.80	33.45	10/01/2022
86490	Temporary & Specialty Packages	Thomas S. Moore Cabernet Sauvignon Cask Extended Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	95	12/01/2021	88004036126	10096749003461	35.00	210.00	52.50	10/01/2022
86493	Whiskey Liqueur	Ballotin Peanut Butter Chocolate Whiskey	454	Saloon Spirits LLC	750	6	1	3	60	05/01/2022	193968041663	10854443006245	14.34	86.04	21.51	10/01/2022
86492	Temporary & Specialty Packages	Thomas S. Moore Chardonnay Cask Extended Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	98	12/01/2021	88004036119	10563650002147	35.00	210.00	52.50	10/01/2022
86494	Temporary & Specialty Packages	Thomas S. Moore Port Casks Extended Cask Finish	421	SAZERAC COMPANY  INC	750	6	1	0	99	12/01/2021	88004036133	10854443006245	35.00	210.00	52.50	10/01/2022
86502	Straight Bourbon Whiskies	Howler Head KSB Banana Mini	619	Campari America	50	12	10	0	80	07/01/2021	31259004488	10850003347643	6.56	78.72	9.84	10/01/2022
86503	Straight Bourbon Whiskies	Howler Head KSB Banana	619	Campari America	750	12	1	0	80	07/01/2021	850003347653	10088004042094	13.69	164.28	20.54	10/01/2022
86506	Triple Sec	Paramount Triple Sec	434	LUXCO INC	750	12	1	0	50	02/01/1975	31259004488	10086816102746	3.42	41.04	5.13	10/01/2022
86507	Triple Sec	Paramount Triple Sec	434	LUXCO INC	1000	12	1	0	50	11/01/1988	86816102732	10563650002147	3.84	46.08	5.76	10/01/2022
86531	Straight Bourbon Whiskies	SQRRL Peanut Butter Whiskey Mini	065	Jim Beam Brands	50	12	10	0	70	06/01/2020	86816102732	10080686028038	5.40	64.80	8.10	10/01/2022
86533	Straight Bourbon Whiskies	SQRRL Peanut Butter Whiskey	065	Jim Beam Brands	750	12	1	0	70	06/01/2020	80686028017	10088004042094	10.00	120.00	15.00	10/01/2022
86536	Straight Bourbon Whiskies	Daviess County KSBW Cab Finished	434	LUXCO INC	750	6	1	0	96	04/01/2020	88352134796	10854443006245	25.00	150.00	37.50	10/01/2022
86542	Tennessee Whiskies	Ole Smoky Mango Habanero Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	70	08/01/2020	854628006858	10088004042094	17.50	70.00	26.25	10/01/2022
86543	Tennessee Whiskies	Ole Smoky Peach Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	60	08/01/2020	853915008544	10088004042094	17.50	70.00	26.25	10/01/2022
86544	Tennessee Whiskies	Ole Smoky Salty Caramel Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	60	08/01/2020	88352134796	10854628006879	17.50	70.00	26.25	10/01/2022
86547	Tennessee Whiskies	Ole Smoky Tennessee Salty Watermelon Whiskey Mini	346	OLE SMOKY DISTILLERY LLC	50	4	12	0	60	08/01/2022	86816102732	10853915008534	17.50	70.00	26.25	10/01/2022
86558	Blended Whiskies	Sheep Dog Peanut Butter Mini	421	SAZERAC COMPANY  INC	50	10	12	0	70	03/01/2020	88004038694	10088004042094	6.00	60.00	9.00	10/01/2022
86559	Blended Whiskies	Sheep Dog Peanut Butter	421	SAZERAC COMPANY  INC	750	12	1	0	70	03/01/2020	88004038670	10854628006879	8.50	102.00	12.75	10/01/2022
86496	Temporary & Specialty Packages	Hudson Short Stack	240	William Grant & Sons Inc	750	6	1	0	92	09/01/2022	83664874521	20096749001068	27.50	165.00	41.25	10/01/2022
86560	Iowa Spirits Manufacturers	Century Farms Prairie States Corn Whiskey Rapid Aged	594	American Heritage Distillers, LLC / Century Farms Distillery	750	12	1	0	80	10/01/2019	865911000477	10080686340208	9.02	108.24	13.53	10/01/2022
86562	Whiskey Liqueur	Blue Ox Cinnamon Whiskey Mini	777	Blue Ox Spirits, Inc.	50	1	60	0	70	06/01/2018	865911000477	10854647008199	30.00	30.00	45.00	10/01/2022
86563	Whiskey Liqueur	Blue Ox Cinnamon Whiskey	626	JDSO INC / Red Boot Distillery	750	12	1	0	70	06/01/2018	854647008093	10854647008199	5.00	60.00	7.50	10/01/2022
86564	Whiskey Liqueur	Blue Ox Cinnamon Whiskey	626	JDSO INC / Red Boot Distillery	1000	12	1	0	70	06/01/2018	854647008093	10854647008106	6.00	72.00	9.00	10/01/2022
86582	Straight Bourbon Whiskies	Legent	065	Jim Beam Brands	750	6	1	0	94	03/01/2021	31259004488	10080686024016	25.00	150.00	37.50	10/01/2022
86565	Whiskey Liqueur	Blue Ox Cinnamon Whiskey	626	JDSO INC / Red Boot Distillery	1750	6	1	0	70	06/01/2018	854647008116	10853915008534	9.00	54.00	13.50	10/01/2022
86600	Whiskey Liqueur	Ballotin Chocolate Whiskey Bourbon Ball	454	Saloon Spirits LLC	750	6	1	3	60	05/01/2022	854443006019	10080686024016	14.34	86.04	21.51	10/01/2022
86602	Whiskey Liqueur	Ballotin Chocolate Whiskey Caramel Turtle	454	Saloon Spirits LLC	750	6	1	3	60	05/01/2022	854443006033	10853915008534	14.34	86.04	21.51	10/01/2022
86604	Whiskey Liqueur	Ballotin Chocolate Whiskey Chocolate Mint	454	Saloon Spirits LLC	750	6	1	3	60	05/01/2022	854443006026	10080686024016	14.34	86.04	21.51	10/01/2022
86606	Whiskey Liqueur	Ballotin Chocolate Whiskey Original Chocolate	454	Saloon Spirits LLC	750	6	1	3	60	05/01/2022	854443006002	10854628006879	14.34	86.04	21.51	10/01/2022
86610	Whiskey Liqueur	Beach Bonfire Cinnamon Whiskey	368	Park Street Imports	750	6	1	0	70	09/01/2022	854494006006	20096749001068	15.50	93.00	23.25	10/01/2022
86612	Whiskey Liqueur	Beach Island Coconut Whiskey	368	Park Street Imports	750	6	1	0	52	09/01/2022	854494006105	20096749001068	15.50	93.00	23.25	10/01/2022
866	Temporary & Specialty Packages	Johnnie Walker Blue w/2 Glasses	260	DIAGEO AMERICAS	750	3	1	0	80	09/01/2022	854647008093	10088076186030	130.00	390.00	195.00	10/01/2022
86637	Triple Sec	Tortilla Triple Sec	421	SAZERAC COMPANY  INC	1000	12	1	0	27	05/01/1984	88004016593	10854628006879	3.01	36.12	4.52	10/01/2022
86624	Temporary & Specialty Packages	Cody Road Uncommon Double Barrel	306	Mississippi River Distilling Company LLC	375	12	1	4	101	12/01/2021	855037005203	40811538010113	14.00	168.00	21.00	10/01/2022
86666	Whiskey Liqueur	Jeremiah Weed 100prf Bourbon Liqueur DISCO	260	DIAGEO AMERICAS	750	12	1	0	100	05/01/2006	854443006026	82000777649	6.43	77.10	9.65	10/01/2022
86668	Tennessee Whiskies	Jack Daniels Tennessee Honey Mini	085	Brown Forman Corp.	50	12	10	0	70	06/01/2011	855037005203	10082184100353	11.50	138.00	17.25	10/01/2022
86669	Tennessee Whiskies	Jack Daniels Tennessee Honey	085	Brown Forman Corp.	375	24	1	0	70	04/01/2012	82184000342	10082184100353	8.00	192.00	12.00	10/01/2022
86670	Tennessee Whiskies	Jack Daniels Tennessee Honey	085	Brown Forman Corp.	750	12	1	0	70	06/01/2011	82184000335	10850015171021	15.91	190.92	23.87	10/01/2022
86672	Tennessee Whiskies	Jack Daniels Tennessee Honey	085	Brown Forman Corp.	1000	12	1	0	70	06/01/2011	82184000328	10080432110666	20.27	243.24	30.41	10/01/2022
86673	Tennessee Whiskies	Jack Daniels Tennessee Honey	085	Brown Forman Corp.	1750	6	1	0	70	07/01/2012	82184000342	10082184100612	31.72	190.32	47.58	10/01/2022
86691	Tennessee Whiskies	Jack Daniels Tennessee Fire Mini	085	Brown Forman Corp.	50	12	10	0	70	03/01/2015	82184000328	10082484104693	11.50	138.00	17.25	10/01/2022
86692	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	750	12	1	0	70	03/01/2015	82184000342	10082184104665	15.91	190.92	23.87	10/01/2022
86693	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	1000	12	1	0	70	03/01/2015	82184001165	10850015171021	20.27	243.24	30.41	10/01/2022
86694	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	1750	6	1	0	70	03/01/2015	82184001219	10082484104693	31.72	190.32	47.58	10/01/2022
86698	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	375	24	1	0	70	03/01/2015	82184001561	10088076186030	8.00	192.00	12.00	10/01/2022
86661	Iowa Spirits Manufacturers	Bella Limoncello	086	BROADBENT VENTURES LLC	750	12	1	0	25	01/01/2013	616641412746	10854628006879	5.00	60.00	7.50	10/01/2022
86739	Neutral Grain Spirits Flavored	Ole Smoky Apple Pie Moonshine 70prf Mini	346	OLE SMOKY DISTILLERY LLC	50	8	6	0	70	10/01/2018	82184000342	10854628006213	8.75	70.00	13.13	10/01/2022
86748	Temporary & Specialty Packages	Ole Smoky Blackberry Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	40	03/01/2019	856011004052	10050037596035	12.50	75.00	18.75	10/01/2022
86749	Neutral Grain Spirits Flavored	Ole Smoky Cherry Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	100	02/01/2015	856011004052	20856011004025	13.00	78.00	19.50	10/01/2022
86771	Neutral Grain Spirits	Ole Smoky White Lightnin	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	100	01/01/2022	856011004014	10082484104693	13.00	78.00	19.50	10/01/2022
86781	Neutral Grain Spirits Flavored	Ole Smoky Peaches Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	65	08/01/2020	856011004212	10856011004868	13.00	78.00	19.50	10/01/2022
86785	Neutral Grain Spirits Flavored	Ole Smoky Apple Pie Moonshine 70prf	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	70	01/01/2017	856011004984	10088076186030	13.00	78.00	19.50	10/01/2022
86796	Whiskey Liqueur	Southern Host Whiskey Liqueur	259	Heaven Hill Brands	750	12	1	0	100	05/01/1975	96749213887	20856011004025	5.50	66.00	8.25	10/01/2022
86821	Whiskey Liqueur	Old Camp Peach Pecan Whiskey	395	PROXIMO	750	12	1	0	70	09/01/2016	811538014373	10086816106539	11.25	135.00	16.88	10/01/2022
86828	Neutral Grain Spirits Flavored	Ole Smoky Hunch Punch Moonshine Mini	346	OLE SMOKY DISTILLERY LLC	50	8	6	0	80	08/01/2022	811538014373	20854628006050	8.75	70.00	13.13	10/01/2022
86715	Temporary & Specialty Packages	Ole Smoky Shine Nog Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	35	11/01/2022	856011004212	10850015171021	12.50	75.00	18.75	10/01/2022
86839	Neutral Grain Spirits Flavored	Ole Smoky Mango Habanero Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	70	01/01/2018	854628006346	10082484104693	11.00	66.00	16.50	10/01/2022
86841	Tennessee Whiskies	Ole Smoky Root Beer Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	60	04/01/2022	854628006186	10856011004868	11.00	66.00	16.50	10/01/2022
86843	Neutral Grain Spirits Flavored	Ole Smoky Salty Caramel Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	60	08/01/2018	854628006131	20856011004025	11.00	66.00	16.50	10/01/2022
86873	Straight Bourbon Whiskies	Southern Comfort 80prf	421	SAZERAC COMPANY  INC	750	12	1	0	80	09/01/2017	88004026653	10856011004868	11.50	138.00	17.25	10/01/2022
86830	Temporary & Specialty Packages	Ole Smoky Margarita Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	40	06/01/2022	811538014373	10856011004769	13.00	78.00	19.50	10/01/2022
86881	Whiskey Liqueur	Southern Comfort Mini	421	SAZERAC COMPANY  INC	50	10	12	0	70	10/01/1986	854628006346	88544016954	5.16	51.60	7.74	10/01/2022
86883	Whiskey Liqueur	Southern Comfort	421	SAZERAC COMPANY  INC	200	48	1	0	70	03/01/1988	88004026653	10088544100131	2.64	126.72	3.96	10/01/2022
86884	Whiskey Liqueur	Southern Comfort	421	SAZERAC COMPANY  INC	375	24	1	0	70	05/01/1985	88544019139	10854628006251	4.78	114.72	7.17	10/01/2022
86885	Whiskey Liqueur	Southern Comfort PET	421	SAZERAC COMPANY  INC	750	12	1	0	70	08/01/2002	88544014318	88544016954	10.33	123.96	15.50	10/01/2022
86886	Whiskey Liqueur	Southern Comfort	421	SAZERAC COMPANY  INC	750	12	1	0	70	05/01/1985	88544019054	20856011004025	10.33	123.96	15.50	10/01/2022
86887	Whiskey Liqueur	Southern Comfort	421	SAZERAC COMPANY  INC	1000	12	1	0	70	11/01/1988	84848112316	88544016886	12.97	155.64	19.46	10/01/2022
86888	Whiskey Liqueur	Southern Comfort PET	421	SAZERAC COMPANY  INC	1750	6	1	0	70	05/01/1985	850826008427	88544016862	20.26	121.56	30.39	10/01/2022
86916	Whiskey Liqueur	Southern Comfort 100prf	421	SAZERAC COMPANY  INC	750	12	1	0	100	11/15/1989	88544018156	20856011004025	12.15	145.80	18.23	10/01/2022
86880	Temporary & Specialty Packages	Ole Smoky Moonshine Chocolate Cherries	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	100	12/01/2021	811538014373	10854628006251	13.00	78.00	19.50	10/01/2022
86970	Neutral Grain Spirits	Ole Smoky Blue Flame Moonshine Mini	346	OLE SMOKY DISTILLERY LLC	50	8	6	0	128	09/01/2022	854628006780	20096749001068	8.75	70.00	13.13	10/01/2022
86980	Tennessee Whiskies	Ole Smoky Pecan Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	60	12/01/2021	854628006179	88544016862	10.00	60.00	15.00	10/01/2022
86987	Tennessee Whiskies	Ole Smoky Salty Watermelon Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	60	04/01/2020	854628006704	88544016862	11.00	66.00	16.50	10/01/2022
